,Symbol,Name,industry,Sector,MarketCap
3263,TTD,"The Trade Desk, Inc.","Computer Software: Programming, Data Processing",Technology,$21.97B
3264,YORW,The York Water Company,Water Supply,Public Utilities,$597.51M
3265,NCTY,The9 Limited,Business Services,Miscellaneous,$30.47M
3266,RACA,Therapeutics Acquisition Corp.,Business Services,Finance,$226.81M
3267,TXMD,"TherapeuticsMD, Inc.",Major Pharmaceuticals,Health Care,$427.5M
3268,THTX,Theratechnologies Inc.,Major Pharmaceuticals,Health Care,$203.32M
3269,TBPH,"Theravance Biopharma, Inc.",Major Pharmaceuticals,Health Care,$1.14B
3270,THMO,"ThermoGenesis Holdings, Inc.",Medical Specialities,Capital Goods,$27.71M
3271,THBR,"Thunder Bridge Acquisition II, Ltd.",Business Services,Finance,$433.41M
3272,THBRU,"Thunder Bridge Acquisition II, Ltd.",Business Services,Finance,
3273,THBRW,"Thunder Bridge Acquisition II, Ltd.",Business Services,Finance,
3274,TLRY,"Tilray, Inc.",Specialty Chemicals,Consumer Durables,$841.92M
3275,TSBK,"Timberland Bancorp, Inc.",Banks,Finance,$141.78M
3276,TIPT,Tiptree Inc.,Property-Casualty Insurers,Finance,$191.41M
3277,TITN,Titan Machinery Inc.,Other Specialty Stores,Consumer Services,$272.01M
3278,TMDI,Titan Medical Inc.,Medical/Dental Instruments,Health Care,$61.96M
3279,TTNP,"Titan Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$23.28M
3280,TVTY,"Tivity Health, Inc.",Misc Health and Biotechnology Services,Health Care,$810.96M
3281,TLSA,Tiziana Life Sciences plc,Major Pharmaceuticals,Health Care,$382.07M
3282,TMUS,"T-Mobile US, Inc.",Telecommunications Equipment,Public Utilities,$145.13B
3283,TNXP,Tonix Pharmaceuticals Holding Corp.,Major Pharmaceuticals,Health Care,$111.14M
3284,TOPS,TOP Ships Inc.,Marine Transportation,Transportation,$55.76M
3285,TRCH,"Torchlight Energy Resources, Inc.",Oil & Gas Production,Energy,$29.97M
3286,TRMD,TORM plc,Marine Transportation,Transportation,$637.49M
3287,TOTA,Tottenham Acquisition I Limited,Business Services,Finance,$40.26M
3288,TOTAR,Tottenham Acquisition I Limited,Business Services,Finance,
3289,TOTAU,Tottenham Acquisition I Limited,Business Services,Finance,
3290,TOTAW,Tottenham Acquisition I Limited,Business Services,Finance,
3291,TBLT,"ToughBuilt Industries, Inc.",Industrial Machinery/Components,Capital Goods,$27.17M
3292,TBLTW,"ToughBuilt Industries, Inc.",Industrial Machinery/Components,Capital Goods,
3293,TSEM,Tower Semiconductor Ltd.,Semiconductors,Technology,$2.16B
3294,CLUB,"Town Sports International Holdings, Inc.",Hotels/Resorts,Consumer Services,$17.15M
3295,TOWN,Towne Bank,,,$1.36B
3296,TPIC,"TPI Composites, Inc.",Industrial Machinery/Components,Energy,$1.11B
3297,TCON,"TRACON Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$14.45M
3298,TSCO,Tractor Supply Company,RETAIL: Building Materials,Consumer Services,$17.81B
3299,TW,Tradeweb Markets Inc.,Investment Bankers/Brokers/Service,Finance,$12.42B
3300,TWMC,Trans World Entertainment Corp.,Consumer Electronics/Video Chains,Consumer Services,$12.32M
3301,TACT,TransAct Technologies Incorporated,Computer peripheral equipment,Technology,$38.35M
3302,TRNS,"Transcat, Inc.",Electrical Products,Capital Goods,$215.73M
3303,TGA,TransGlobe Energy Corporation,Oil & Gas Production,Energy,$39.91M
3304,TBIO,"Translate Bio, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.11B
3305,TMDX,"TransMedics Group, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$492.86M
3306,TA,TravelCenters of America Inc. ,Automotive Aftermarket,Consumer Durables,$320.63M
3307,TANNI,TravelCenters of America Inc. ,Automotive Aftermarket,Consumer Durables,
3308,TANNL,TravelCenters of America Inc. ,Automotive Aftermarket,Consumer Durables,
3309,TANNZ,TravelCenters of America Inc. ,Automotive Aftermarket,Consumer Durables,
3310,TZOO,Travelzoo,Advertising,Consumer Services,$83.58M
3311,TIG,"Trean Insurance Group, Inc.",Property-Casualty Insurers,Finance,$854.09M
3312,TRMT,Tremont Mortgage Trust,Real Estate Investment Trusts,Consumer Services,$23.94M
3313,TRVN,"Trevena, Inc.",Major Pharmaceuticals,Health Care,$207.98M
3314,TRVI,"Trevi Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$76.06M
3315,TPCO,Tribune Publishing Company,Newspapers/Magazines,Consumer Services,$412.34M
3316,TCDA,"Tricida, Inc.",Major Pharmaceuticals,Health Care,$533.27M
3317,TCBK,TriCo Bancshares,Major Banks,Finance,$854.98M
3318,TDAC,Trident Acquisitions Corp.,Business Services,Finance,$135.49M
3319,TDACU,Trident Acquisitions Corp.,Business Services,Finance,
3320,TDACW,Trident Acquisitions Corp.,Business Services,Finance,
3321,TRIL,Trillium Therapeutics Inc.,Major Pharmaceuticals,Health Care,$847.5M
3322,TRS,TriMas Corporation,Industrial Specialties,Capital Goods,$1.18B
3323,TRMB,Trimble Inc.,Industrial Machinery/Components,Capital Goods,$13.15B
3324,TRIB,Trinity Biotech plc,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$49.52M
3325,TCOM,Trip.com Group Limited,Business Services,Miscellaneous,$17.05B
3326,TRIP,"TripAdvisor, Inc.","Computer Software: Programming, Data Processing",Technology,$3.18B
3327,TSC,"TriState Capital Holdings, Inc.",Major Banks,Finance,$425.17M
3328,TSCAP,"TriState Capital Holdings, Inc.",Major Banks,Finance,$694.73M
3329,TSCBP,"TriState Capital Holdings, Inc.",Major Banks,Finance,
3330,TBK,"Triumph Bancorp, Inc.",Major Banks,Finance,$734.36M
3331,TBKCP,"Triumph Bancorp, Inc.",Major Banks,Finance,
3332,TRVG,trivago N.V.,EDP Services,Technology,$664.21M
3333,TRUE,"TrueCar, Inc.","Computer Software: Programming, Data Processing",Technology,$557.32M
3334,TRUP,"Trupanion, Inc.",Medical Specialities,Health Care,$2.02B
3335,TRST,TrustCo Bank Corp NY,Major Banks,Finance,$570.4M
3336,TRMK,Trustmark Corporation,Major Banks,Finance,$1.54B
3337,MEDS,"Trxade Group, Inc.",Other Pharmaceuticals,Health Care,$45.47M
3338,TSRI,"TSR, Inc.",EDP Services,Technology,$8.99M
3339,TTEC,"TTEC Holdings, Inc.",Professional Services,Technology,$2.74B
3340,TTMI,"TTM Technologies, Inc.",Electrical Products,Technology,$1.27B
3341,TC,TuanChe Limited,Business Services,Miscellaneous,$98.18M
3342,TCX,Tucows Inc.,EDP Services,Technology,$676.27M
3343,TOUR,Tuniu Corporation,Transportation Services,Consumer Services,$128.3M
3344,TPTX,"Turning Point Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$3.35B
3345,HEAR,Turtle Beach Corporation,Telecommunications Equipment,Capital Goods,$289.56M
3346,THCB,Tuscan Holdings Corp.,Business Services,Finance,$360.02M
3347,THCBU,Tuscan Holdings Corp.,Business Services,Finance,
3348,THCBW,Tuscan Holdings Corp.,Business Services,Finance,
3349,THCA,Tuscan Holdings Corp. II,Business Services,Finance,$218.78M
3350,THCAU,Tuscan Holdings Corp. II,Business Services,Finance,
3351,THCAW,Tuscan Holdings Corp. II,Business Services,Finance,
3352,TWIN,"Twin Disc, Incorporated",Industrial Machinery/Components,Technology,$86.87M
3353,TWST,Twist Bioscience Corporation,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$3.03B
3354,TYME,"Tyme Technologies, Inc.",Major Pharmaceuticals,Health Care,$148.45M
3355,USCR,"U S Concrete, Inc.",Building Materials,Capital Goods,$454.47M
3356,USEG,U.S. Energy Corp.,Oil & Gas Production,Energy,$7.52M
3357,GROW,"U.S. Global Investors, Inc.",Investment Managers,Finance,$51.86M
3358,USAU,U.S. Gold Corp.,,,$31.33M
3359,USWS,"U.S. Well Services, Inc.",Oilfield Services/Equipment,Energy,$22.43M
3360,USWSW,"U.S. Well Services, Inc.",Oilfield Services/Equipment,Energy,
3361,UCL,uCloudlink Group Inc.,Telecommunications Equipment,Consumer Services,$393.61M
3362,UFPI,"UFP Industries, Inc.",Forest Products,Basic Industries,$3.73B
3363,UFPT,"UFP Technologies, Inc.",Medical/Dental Instruments,Health Care,$323.7M
3364,ULTA,"Ulta Beauty, Inc.",Other Specialty Stores,Consumer Services,$12.38B
3365,UCTT,"Ultra Clean Holdings, Inc.",Semiconductors,Technology,$1.04B
3366,RARE,Ultragenyx Pharmaceutical Inc.,Major Pharmaceuticals,Health Care,$5.27B
3367,ULBI,Ultralife Corporation,Industrial Machinery/Components,Miscellaneous,$100.93M
3368,UMBF,UMB Financial Corporation,Major Banks,Finance,$2.66B
3369,UMPQ,Umpqua Holdings Corporation,Savings Institutions,Finance,$2.52B
3370,UNAM,Unico American Corporation,Property-Casualty Insurers,Finance,$25.31M
3371,LATN,Union Acquisition Corp. II,Business Services,Finance,$247.5M
3372,LATNU,Union Acquisition Corp. II,Business Services,Finance,
3373,LATNW,Union Acquisition Corp. II,Business Services,Finance,
3374,UNB,"Union Bankshares, Inc.",Major Banks,Finance,$82.83M
3375,QURE,uniQure N.V.,Major Pharmaceuticals,Health Care,$1.77B
3376,UAL,"United Airlines Holdings, Inc.",Air Freight/Delivery Services,Transportation,$10.25B
3377,UBCP,"United Bancorp, Inc.",Major Banks,Finance,$68.29M
3378,UBOH,"United Bancshares, Inc.",Major Banks,Finance,$63.7M
3379,UBSI,"United Bankshares, Inc.",Major Banks,Finance,$3.54B
3380,UCBI,"United Community Banks, Inc.",Major Banks,Finance,$1.54B
3381,UCBIO,"United Community Banks, Inc.",Major Banks,Finance,
3382,UFCS,"United Fire Group, Inc",Property-Casualty Insurers,Finance,$652.31M
3383,UIHC,United Insurance Holdings Corp.,Property-Casualty Insurers,Finance,$337.23M
3384,UNFI,"United Natural Foods, Inc.",Food Distributors,Consumer Non-Durables,$995.85M
3385,UBFO,United Security Bancshares,Major Banks,Finance,$105.77M
3386,USLM,"United States Lime & Minerals, Inc.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries,$525.25M
3387,UTHR,United Therapeutics Corporation,Major Pharmaceuticals,Health Care,$4.67B
3388,UG,"United-Guardian, Inc.",Package Goods/Cosmetics,Consumer Non-Durables,$69.24M
3389,UNIT,Uniti Group Inc.,Real Estate Investment Trusts,Consumer Services,$1.92B
3390,UNTY,"Unity Bancorp, Inc.",Major Banks,Finance,$143.95M
3391,UBX,"Unity Biotechnology, Inc.",Major Pharmaceuticals,Health Care,$164.97M
3392,OLED,Universal Display Corporation,Electrical Products,Capital Goods,$8.54B
3393,UEIC,Universal Electronics Inc.,Consumer Electronics/Appliances,Consumer Non-Durables,$612.57M
3394,ULH,"Universal Logistics Holdings, Inc.",Trucking Freight/Courier Services,Transportation,$558.3M
3395,USAP,"Universal Stainless & Alloy Products, Inc.",Steel/Iron Ore,Basic Industries,$55.63M
3396,UVSP,Univest Financial Corporation,Major Banks,Finance,$478.73M
3397,UMRX,Unum Therapeutics Inc.,Major Pharmaceuticals,Health Care,$116.7M
3398,TTTN,UP Fintech China-U.S. Internet Titans ETF,,,
3399,TIGR,UP Fintech Holding Limited,Investment Bankers/Brokers/Service,Finance,$809.02M
3400,UPLD,"Upland Software, Inc.",Computer Software: Prepackaged Software,Technology,$1.04B
3401,UPWK,Upwork Inc.,EDP Services,Technology,$1.75B
3402,UONE,"Urban One, Inc. ",Broadcasting,Consumer Services,$201.57M
3403,UONEK,"Urban One, Inc. ",Broadcasting,Consumer Services,$58.36M
3404,URBN,"Urban Outfitters, Inc.",Clothing/Shoe/Accessory Stores,Consumer Services,$2.03B
3405,MYT,"Urban Tea, Inc.",Major Chemicals,Basic Industries,$15.86M
3406,URGN,UroGen Pharma Ltd.,Major Pharmaceuticals,Health Care,$511.83M
3407,UROV,Urovant Sciences Ltd.,Major Pharmaceuticals,Health Care,$263.8M
3408,ECOL,"US Ecology, Inc.",Environmental Services,Public Utilities,$1.18B
3409,ECOLW,"US Ecology, Inc.",Environmental Services,Public Utilities,
3410,USAK,"USA Truck, Inc.",Trucking Freight/Courier Services,Transportation,$102.7M
3411,USIO,"Usio, Inc.",Investment Bankers/Brokers/Service,Finance,$52.95M
3412,UTMD,"Utah Medical Products, Inc.",Medical/Dental Instruments,Health Care,$308.79M
3413,UTSI,UTStarcom Holdings Corp,Telecommunications Equipment,Capital Goods,$52.09M
3414,UXIN,Uxin Limited,Business Services,Miscellaneous,$340.4M
3415,VCNX,"Vaccinex, Inc.",Major Pharmaceuticals,Health Care,$103.69M
3416,VLY,Valley National Bancorp,Major Banks,Finance,$3.14B
3417,VLYPO,Valley National Bancorp,Major Banks,Finance,
3418,VLYPP,Valley National Bancorp,Major Banks,Finance,
3419,VTEC,Valtech SE,,,
3420,VALU,"Value Line, Inc.",Investment Managers,Finance,$267.71M
3421,VNDA,Vanda Pharmaceuticals Inc.,Major Pharmaceuticals,Health Care,$588.6M
3422,BBH,VanEck Vectors Biotech ETF,,,
3423,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,,,
3424,BJK,VanEck Vectors Gaming ETF,,,
3425,PPH,VanEck Vectors Pharmaceutical ETF,,,
3426,RTH,VanEck Vectors Retail ETF,,,
3427,SMH,VanEck Vectors Semiconductor ETF,,,
3428,ESPO,VanEck Vectors Video Gaming and eSports ETF,,,
3429,VWOB,Vanguard Emerging Markets Government Bond ETF,,,
3430,VNQI,Vanguard Global ex-U.S. Real Estate ETF,,,
3431,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,,,
3432,VGIT,Vanguard Intermediate-Term Treasury ETF,,,
3433,VIGI,Vanguard International Dividend Appreciation ETF,,,
3434,VYMI,Vanguard International High Dividend Yield ETF,,,
3435,VCLT,Vanguard Long-Term Corporate Bond ETF,,,
3436,VGLT,Vanguard Long-Treasury ETF,,,
3437,VMBS,Vanguard Mortgage-Backed Securities ETF,,,
3438,VONE,Vanguard Russell 1000 ETF,,,
3439,VONG,Vanguard Russell 1000 Growth ETF,,,
3440,VONV,Vanguard Russell 1000 Value ETF,,,
3441,VTWO,Vanguard Russell 2000 ETF,,,
3442,VTWG,Vanguard Russell 2000 Growth ETF,,,
3443,VTWV,Vanguard Russell 2000 Value ETF,,,
3444,VTHR,Vanguard Russell 3000 ETF,,,
3445,VCSH,Vanguard Short-Term Corporate Bond ETF,,,
3446,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,,,
3447,VGSH,Vanguard Short-Term Treasury ETF,,,
3448,BND,Vanguard Total Bond Market ETF,,,
3449,VTC,Vanguard Total Corporate Bond ETF,,,
3450,BNDX,Vanguard Total International Bond ETF,,,
3451,VXUS,Vanguard Total International Stock ETF,,,
3452,BNDW,Vanguard Total World Bond ETF,,,
3453,VREX,Varex Imaging Corporation,Industrial Machinery/Components,Capital Goods,$475.46M
3454,VRNS,"Varonis Systems, Inc.",Computer Software: Prepackaged Software,Technology,$3.77B
3455,VBLT,Vascular Biogenics Ltd.,Major Pharmaceuticals,Health Care,$60.35M
3456,VSTA,Vasta Platform Limited,Other Consumer Services,Consumer Services,$1.34B
3457,VXRT,"Vaxart, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$758.95M
3458,PCVX,"Vaxcyte, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$2.49B
3459,VBIV,"VBI Vaccines, Inc.",Major Pharmaceuticals,Health Care,$757.17M
3460,VECO,Veeco Instruments Inc.,Industrial Machinery/Components,Technology,$618.75M
3461,VERO,Venus Concept Inc. ,Medical/Dental Instruments,Health Care,$113.74M
3462,VEON,VEON Ltd.,Telecommunications Equipment,Public Utilities,$2.59B
3463,VRA,"Vera Bradley, Inc.",Apparel,Consumer Non-Durables,$160.65M
3464,VCYT,"Veracyte, Inc.",Medical Specialities,Health Care,$1.9B
3465,VSTM,"Verastem, Inc.",Major Pharmaceuticals,Health Care,$223.78M
3466,VERB,"Verb Technology Company, Inc.",Other Consumer Services,Consumer Services,$53.62M
3467,VERBW,"Verb Technology Company, Inc.",Other Consumer Services,Consumer Services,
3468,VCEL,Vericel Corporation,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$760.21M
3469,VERY,"Vericity, Inc.",Life Insurance,Finance,$121.31M
3470,VRME,"VerifyMe, Inc.",Major Chemicals,Basic Industries,$23.14M
3471,VRMEW,"VerifyMe, Inc.",Major Chemicals,Basic Industries,
3472,VRNT,Verint Systems Inc.,EDP Services,Technology,$2.96B
3473,VRSN,"VeriSign, Inc.",EDP Services,Technology,$23.63B
3474,VRSK,"Verisk Analytics, Inc.",EDP Services,Technology,$30.2B
3475,VBTX,"Veritex Holdings, Inc.",Major Banks,Finance,$913.51M
3476,VERI,"Veritone, Inc.",EDP Services,Technology,$256.15M
3477,VRNA,Verona Pharma plc,Major Pharmaceuticals,Health Care,$396.41M
3478,VRRM,Verra Mobility Corporation,Transportation Services,Consumer Services,$1.82B
3479,VRCA,Verrica Pharmaceuticals Inc.,Major Pharmaceuticals,Health Care,$226.91M
3480,VTNR,"Vertex Energy, Inc",Integrated oil Companies,Energy,$26.42M
3481,VRTX,Vertex Pharmaceuticals Incorporated,Major Pharmaceuticals,Health Care,$70.94B
3482,VERX,"Vertex, Inc.",Computer Software: Prepackaged Software,Technology,$4B
3483,VERU,Veru Inc.,Major Pharmaceuticals,Health Care,$188.63M
3484,VIAC,ViacomCBS Inc.,Broadcasting,Consumer Services,$16.98B
3485,VIACA,ViacomCBS Inc.,Broadcasting,Consumer Services,$18.88B
3486,VSAT,"ViaSat, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$2.71B
3487,VIAV,Viavi Solutions Inc.,Semiconductors,Technology,$3.02B
3488,VICR,Vicor Corporation,Industrial Machinery/Components,Capital Goods,$3.6B
3489,VCTR,"Victory Capital Holdings, Inc.",Investment Managers,Finance,$1.16B
3490,CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,,,
3491,VSDA,VictoryShares Dividend Accelerator ETF,,,
3492,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,,,
3493,CEZ,VictoryShares Emerging Market Volatility Wtd ETF,,,
3494,CID,VictoryShares International High Div Volatility Wtd ETF,,,
3495,CIL,VictoryShares International Volatility Wtd ETF,,,
3496,CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,,,
3497,CFA,VictoryShares US 500 Volatility Wtd ETF,,,
3498,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,,,
3499,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,,,
3500,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,,,
3501,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,,,
3502,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,,,
3503,CSA,VictoryShares US Small Cap Volatility Wtd ETF,,,
3504,VIE,"Viela Bio, Inc.",Major Pharmaceuticals,Health Care,$1.9B
3505,VMD,"Viemed Healthcare, Inc.",Misc Health and Biotechnology Services,Health Care,$438.53M
3506,VRAY,"ViewRay, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$396.49M
3507,VKTX,"Viking Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$581.34M
3508,VKTXW,"Viking Therapeutics, Inc.",Major Pharmaceuticals,Health Care,
3509,VBFC,Village Bank and Trust Financial Corp.,Major Banks,Finance,$48.37M
3510,VFF,"Village Farms International, Inc.",Farming/Seeds/Milling,Consumer Non-Durables,$321.34M
3511,VLGEA,"Village Super Market, Inc.",Food Chains,Consumer Services,$366.93M
3512,VIOT,"Viomi Technology Co., Ltd",Consumer Electronics/Appliances,Consumer Durables,$384.22M
3513,VNOM,Viper Energy Partners LP,Oil & Gas Production,Energy,$1.65B
3514,VIR,"Vir Biotechnology, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$5.36B
3515,VIRC,Virco Manufacturing Corporation,Industrial Specialties,Consumer Durables,$36.3M
3516,VTSI,"VirTra, Inc.",Miscellaneous manufacturing industries,Consumer Durables,$24.68M
3517,VIRT,"Virtu Financial, Inc.",Investment Bankers/Brokers/Service,Finance,$4.97B
3518,VRTS,"Virtus Investment Partners, Inc.",Investment Managers,Finance,$1.08B
3519,BBC,Virtus LifeSci Biotech Clinical Trials ETF,,,$40.37M
3520,BBP,Virtus LifeSci Biotech Products ETF,,,$44.67M
3521,VRTU,Virtusa Corporation,EDP Services,Technology,$1.2B
3522,VISL,"Vislink Technologies, Inc.",Telecommunications Equipment,Capital Goods,$28.5M
3523,VTGN,"VistaGen Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$52.04M
3524,VMAC,Vistas Media Acquisition Company Inc.,Business Services,Finance,
3525,VMACU,Vistas Media Acquisition Company Inc.,Business Services,Finance,
3526,VMACW,Vistas Media Acquisition Company Inc.,Business Services,Finance,
3527,VC,Visteon Corporation,Auto Parts:O.E.M.,Capital Goods,$2.12B
